institute_name, address1, address2, city, district, state, board, contact_no, email_address,category,branch_name
Saraswati Vidya Mandir High School,wardha,Wardha,Wardha,Wardha,Maharashtra,State,,,C,RESIDENTIAL CENTRE
School of Scholars   Bhandara,Bhandara ,Bhandara ,Bhandara,Bhandara,Maharashtra,CBSE,,,A+,RESIDENTIAL CENTRE
St. ANTHONY  Wardha ,wardha,Wardha,Wardha,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
St. John,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
SUSHIL HIMMATSINGHKA,wardha,Wardha,Wardha,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Swami Vivekanand  Seloo,wardha,WARDHA ,Wardha,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Tiwari Sir,Mouda,Mouda,Mouda,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Deepachand Choudharey  Seloo,Seloo,Seloo,Seloo,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Deshpande Sir,At Sbi Colony Yavatmal ,Yavatmal,Yavatmal,Yavatmal,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Krishna Tayal,Pulgaon,Pulgaon,Wardha,Wardha,Maharashtra,State,,,D,RESIDENTIAL CENTRE
Shailesh Raut Sir,,,,,Maharashatra,,,,A,RESIDENTIAL CENTRE
Adarsh High School ,Wadsa,WADSA,Wadsa,Gadchiroli,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Carmel Academy  Wadsa,Wadsa,WADSA,Wadsa,Gadchiroli,Maharashtra,State,,carmelacademy95@gmail.com,A+,RESIDENTIAL CENTRE
Christanand High School (Gurukul Classes)  Bramhapuri,Bramhapuri,BRAMHAPURI,Bramhapuri,Bramhapuri,Maharashtra,State,,christanand_school@rediffmail.com,A,RESIDENTIAL CENTRE
Dr. Ambedkar Vidyalaya,Armori,ARMORI,Armori,Bramhapuri,Maharashtra,State,,,D,RESIDENTIAL CENTRE
GMB High School  Arjuni - Moregaon,Arjuni Morgaon,ARJUNI-MORGAON,Arjuni Morgaon,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Hitkarini H S,Armori,ARMORI,Armori,Bramhapuri,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Janata Boys  H S  Nagbhir ,Naghbhir,Naghbhir,Naghbhir,Bramhapuri,Maharashtra,State,,janata_mhssnagbhid@rediffmail.com,B,RESIDENTIAL CENTRE
Karmvir H S,Naghbhir,Naghbhir,Naghbhir,Bramhapuri,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Kuthe Patil Convent  Wadsa,Desaiganj,DESAIGANJ,Gadchiroli,Gadchiroli,Maharashtra,State,,khutepatilconvent@gmail.com,B,RESIDENTIAL CENTRE
Lokmanya Tilak High School,Bramhapuri,BRAMHAPURI,Bramhapuri,Bramhapuri,Maharashtra,State,,lokmanyatilak9@gmail.com,C,RESIDENTIAL CENTRE
Mahatma Gandhi ,Desaiganj,DESAIGANJ,Gadchiroli,Gadchiroli,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Mahatma Gandhi Girls H S,Armori,ARMORI,Armori,Bramhapuri,Maharashtra,State,,,C,RESIDENTIAL CENTRE
N.H Boys School  Bramhapuri,Bramhapuri,BRAMHAPURI,Bramhapuri,Bramhapuri,Maharashtra,State,,,B,RESIDENTIAL CENTRE
N.H Girls School  Bramhapuri,Bramhapuri,BRAMHAPURI,Bramhapuri,Bramhapuri,Maharashtra,State,,nhgb.puri@gmail.com,B,RESIDENTIAL CENTRE
Sarswati H S  Arjuni morgaon ,Arjuni Morgaon,ARJUNI-MORGAON,Arjuni Morgaon,Gondia,Maharashtra,State,,principal.saraswati13@gmail.com,A,RESIDENTIAL CENTRE
SHRI SHIVAJI HIGH SCHOOL,Kurkheda,KURKHEDA,Gadchiroli,Gadchiroli,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Study Circle (Ganvir Sir ) Bramhapuri,Bramhapuri,Bramhapuri,Bramhapuri,Bramhapuri,Maharashtra,State,,,A,RESIDENTIAL CENTRE
VIDYA NIKETAN SCHOOL  Bramhapuri,Bramhapuri,NAVEGAON MARKET WADSA ROAD,Gadchiroli,Gadchiroli,Maharashtra,State,,vidyaniketan29@gmail.com,A,RESIDENTIAL CENTRE
VIDYA NIKETAN SCHOOL,,,MORGAON,BRAMHAPURI,Maharashatra,STATE,,,A,RESIDENTIAL CENTRE
Adrash Convent HS  Amgaon ,Amgaon,Gondia,Gondia,Gondia,Maharashtra,State,7182230797,,B,RESIDENTIAL CENTRE
Delhi Public HS,Ambora Gaon Balaghat Road,Gondia,Gondia,Gondia,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
GONDIA PUBLIC SCHOOL  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
GUJARATI National SCHOOL  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182252337,,A+,RESIDENTIAL CENTRE
Gurunanak high school   Gondia ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182321633,,B,RESIDENTIAL CENTRE
Manohar Military HS  Gondia ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Mahavir Marwadi high school,Vitthal Nagar Tihsil Office road Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182236527,,B,RESIDENTIAL CENTRE
NIRMAL ENGLISH HIGH SCHOOL  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182252337,,B,RESIDENTIAL CENTRE
SAKET PUBLIC SCHOOL  GONDIA,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182235703,,A,RESIDENTIAL CENTRE
St Xavires high school  Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182252408,,A+,RESIDENTIAL CENTRE
Swami Teoonram HS / B N Aadrsha Sindhi Vidyamandir,Murri Road Gondia-441601,Gondia,Gondia,Gondia,Maharashtra,State,7182237029,,A,RESIDENTIAL CENTRE
VIVEK MANDIR   GONDIA,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182202017,,A+,RESIDENTIAL CENTRE
VIVEK MANDIR CBSE   Gondia,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Progressive High School  ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Progressive English School- ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Progressive High School  ,Mama chowk  Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Shri Rajasthan English High School,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Chanchalben Manibhai Patel HS,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,C,RESIDENTIAL CENTRE
K P Asati Public School,Gondia,Gondia,Tirora,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
VIDYA NIKETAN H S  Amgaon ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A,RESIDENTIAL CENTRE
ADARSH SCHOOL,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,9545713060,adarshvidalaya768@gmail.com,B,RESIDENTIAL CENTRE
Sharda Convent,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,9923356181,,C,RESIDENTIAL CENTRE
SARASWATIBAI MAHILA VIDYALAY,Puna Toly  Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182250649,,D,RESIDENTIAL CENTRE
SS Agrwal Muncipal Girls HS,vijay nagar  Gondia-441601,Gondia,Gondia,Gondia,Maharashtra,State,,,C,RESIDENTIAL CENTRE
J M high school (Main Branch),Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7030638921,,B,RESIDENTIAL CENTRE
J M high school  Civil Lines,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Indiraben Manoharbhai HS,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Manohar Muncipal HS School,Near Indira Gandhi Stadium Ansari ward Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,D,RESIDENTIAL CENTRE
Manohar Municiple HS & Jr College,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Nutan Vidyalay,Mama chowk  Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,B,RESIDENTIAL CENTRE
GYANESWAR CONVENT,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,D,RESIDENTIAL CENTRE
Rajsthani Kanya HS,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,7182237207,,B,RESIDENTIAL CENTRE
DREAM IIT- AJAY SIR,Yavatmal,Yamatmal,Yavatmal,Yavatmal,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Gour & Wadhai Sir ,Gondia,Gondia,Gondia,Gondia,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Dr. Ambdekar Vidyalay,AT Bramhapuri,Bramhapri,Bramhapuri,Bramhapuri,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Father Agnel  HS,Tumsar,Tumsar,Tumsar,Bhandara,Maharashtra,State,7184256663,,A+,RESIDENTIAL CENTRE
Jaycees Convent,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,jaycees_conventsch@rediffmailcom,A,RESIDENTIAL CENTRE
K V Ordance Factory,Mauda,Mauda,Mouda,Bhandara,Maharashtra,State,7115645399,,A,RESIDENTIAL CENTRE
KK English Medium,Sakoli,JAWAHAR NAGAR,Sakoli,Bhandara,Maharashtra,State,,ofbhandarakv@gmail.com,B,RESIDENTIAL CENTRE
KK High School,Sakoli,JAWAHAR NAGAR,Sakoli,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Lal Bahadur Shastri HS,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Maharishi Vidya Mandir  Tumsar,Tumsar,Tumsar,Tumsar,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Maharishi vidya Mandir  Bhandara,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Mahila Samaj Mahavidyalaya,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Matoshri H S,Tumsar,Tumsar,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Nagar Parishad HS,Sakoli,Sakoli,Sakoli,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Nav Jeevan Convent,Sakoli,Sakoli,Sakoli,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
NPK High School,Sakoli,Sakoli,Sakoli,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Nutan Kanya High School,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Reliance Foundation School,Mauda,Mauda,Mouda,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Royal Public School,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Samarth High School ,Lakhani,Lakhani,Lakhni,Bhandara,Maharashtra,State,9673795771,noemailid@gmail.com,B,RESIDENTIAL CENTRE
Shirdi Sai Convent,Mauda,Mauda,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Shirinbhai Netewala School,Tumsar,Tumsar,Tumsar,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Spring Dale Convent,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
St. John High School,Tumsar,Tumsar,Tumsar,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
St. Paul School,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
St. Peter Convent,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Sunflag H S,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
UNIVERSAL ENGLISH MEDIUM SCHOOL,Lakhani,Lakhani,LAKHNI,Bhandara,Maharashtra,State,8390062335,noemailid@gmail.com,A,RESIDENTIAL CENTRE
USA Vidya Niketan,Tumsar,Tumsar,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Wainganaga H S,Pauni,Pauni,Bhandara,Bhandara,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Ambil Dhuke Sir,Mauda,Mauda,Mouda,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Fande Sir,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Sarang Coaching Classes,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
BVB Giridhardas Mohta Vidyalaya,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
St. John High School CBSE,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Mahesh Gyanpeeth HS,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Mount Carmel Convent - Samudrapur,Samudrapur,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Bharat Vidyalaya,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Little Angel Convent,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
GBMM School,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,D,RESIDENTIAL CENTRE
Bansilal Katariya HS,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Holicross Convent,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Gyanpeeth Convent School,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Dr. B R Ambedkar HS,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Sanskar Gyanpeeth - Samudrapur,Samudrapur,Samudrapur,Samudrapur,Wardha,Maharashtra,State,,,C,RESIDENTIAL CENTRE
Mahatma Jyotiba Fule,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,9423616254,,D,RESIDENTIAL CENTRE
Raja Choudhari Sir (English),Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Chetan Shrivas Sir (Science),Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Dumre Sir,Hinganghat,Hinganghat,Hinganghat,Wardha,Maharashtra,State,,,B,RESIDENTIAL CENTRE
Satpuda Valley Oublic School,Sonaghati,,Betul,,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Saraswati Vidya Mandir,Betul,Betul,Chhindwara,Chhindwara,Madhya Pradesh,State,,,C,RESIDENTIAL CENTRE
Sanjeevani Higher Secondary School,Sonaghati,Chindwada,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Shri Agrasen Maharaj School,Betul,Betul,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Kendriya Vidyalaya,Amla Airforce Station,,Amla,,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
School of Excelence,Chindwada,Chindwada,Chhindwara,Chhindwara,Madhya Pradesh,State,,,C,RESIDENTIAL CENTRE
Regal Public School,,,Betul,,Madhya Pradesh,STATE,,,A,RESIDENTIAL CENTRE
ELC English Higher Secondary School,Betul,Betul,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Sankalp Public School,Betul,Betul,Chhindwara,Chhindwara,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
Sarvodaya School,,,Betul,,Madhya Pradesh,STATE,,,A,RESIDENTIAL CENTRE
Kendriya Vidyalaya,,,Betul,,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
R D Public School,,,,,Madhya Pradesh,CBSE,,,A,RESIDENTIAL CENTRE
Saint Vidya Sagar Convent,Waraseoni,Balaghat,Waraseoni,Balaghat,Madhya Pradesh,CBSE,9589191964,,A,RESIDENTIAL CENTRE
Ideal Avcademy,Waraseoni,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9302795822,,B,RESIDENTIAL CENTRE
Satpuda Valley Public School  Balaghat, Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,CBSE,9827470065,,A,RESIDENTIAL CENTRE
Keshav English School,Waraseoni,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,7566381199,,C,RESIDENTIAL CENTRE
Ideal Public School,Waraseoni,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9826135502,,B,RESIDENTIAL CENTRE
Green Valley Public School,Waraseoni,Balaghat,Waraseoni,Balaghat,Madhya Pradesh,CBSE,9407355599,,A,RESIDENTIAL CENTRE
Holy Home English High School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9424924554,,B,RESIDENTIAL CENTRE
Methodist Mission English High School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9300847822,,B,RESIDENTIAL CENTRE
MCS Public School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,STATE,9993242666,,A,RESIDENTIAL CENTRE
Urban High School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9893651852,,C,RESIDENTIAL CENTRE
Balaghat,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,CBSE,7632245250,,A,RESIDENTIAL CENTRE
Maharishi Vidya Mandir  Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,Balaghat,CBSE,,,A,RESIDENTIAL CENTRE
Vivek Jyoyi High School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,STATE,9424613023,,A,RESIDENTIAL CENTRE
St. Mary English Medium School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9424389705,,A+,RESIDENTIAL CENTRE
Shri Dadabadi Jain Higher Secondary School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9827932802,,B,RESIDENTIAL CENTRE
Balaghat English Higher Secondary School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,,,B,RESIDENTIAL CENTRE
The Balaghat Public School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,7509160899,,B,RESIDENTIAL CENTRE
Dr. S.Radhakrishnan High School,Balaghat,Balaghat,Balaghat,Balaghat,Madhya Pradesh,State,9424906205,,C,RESIDENTIAL CENTRE
ARVIND INDO PUBLIC SCHOOL state,KATOL,KATOL,Katol,Nagpur,Maharashtra,State,,aipskatol@gmail.com,A,RESIDENTIAL CENTRE
ARVIND INDO PUBLIC SCHOOL,KATOL,KATOL,Katol,Nagpur,Maharashtra,State,,aipskatol@gmail.com,B,RESIDENTIAL CENTRE
SAINT JOHN,KATOL,KATOL,KATOL,NAGPUR,Maharashatra,STATE,,,A,RESIDENTIAL CENTRE
RUHIA HIGH SCHOOL,KATOL,KATOL,KATOL,NAGPUR,Maharashatra,STATE,,,A,RESIDENTIAL CENTRE
MOUNT CARMEL  Katol,KATOL,KATOL,Katol,Nagpur,Maharashtra,State,,,A+,RESIDENTIAL CENTRE
Al-Ameen High School And Jr. College,Jafar Nagar(Near Police Chowk)Nagpur,Jafar Nagar,Nagpur,Nagpur,Maharashtra,State,9823083481,,D,SADAR CENTRE- NAGPUR
Anjuman High School,Sadar Nagpur,Sadar,Nagpur,Nagpur,Maharashtra,State,9823262726,,D,SADAR CENTRE- NAGPUR
Anjuman Urdu High School  ,Sadar Main Market,Sadar,Nagpur,Nagpur,Maharashtra,State,7122581134,,C,SADAR CENTRE- NAGPUR
Army Public School  Kamptee,Defence Area Kamptee,Kamptee,Kamptee,Nagpur,Maharashtra,CBSE,7109270435,cbse.apskamptee@gmail.com,B,SADAR CENTRE- NAGPUR
Asiatic Central School,74  Narmada Layout  Anant Nagar  Nagpur  Maharashtra 440013,Anant Nagar,Nagpur,Nagpur,Maharashtra,State,7122583030,,B,SADAR CENTRE- NAGPUR
Bhalerao Public School,Shastri Nagar Godhni Road,Godhni,Nagpur,Nagpur,Maharashtra,State,8149657896,,C,SADAR CENTRE- NAGPUR
Bhange Public School,Panjara Kamptee,Kamptee,Nagpur,Nagpur,Maharashtra,State,7109255348,,B,SADAR CENTRE- NAGPUR
Bhartiya Vidya Bhavans  Ashti,Ashti,Ashti,Ashti,Nagpur,Maharashtra,State,,,A+,SADAR CENTRE- NAGPUR
Bhosla Military School,Panchawati Post Bag No.2 Koradi Tps,Koradi,Nagpur,Nagpur,Maharashtra,State,7122669201,bmsnagpur@gmail.com,D,SADAR CENTRE- NAGPUR
Bishop Cotton School  State,Sadar Bazar Nagpur Opp.Liberty Cinema ,Sadar,Nagpur,Nagpur,Maharashtra,State,7122532627,,B,SADAR CENTRE- NAGPUR
Beharilal Khandelwal Comprehensive Public School,Kanhan,Kanhan,Kamptee,Nagpur,Maharashtra,State,7102236244,,A,SADAR CENTRE- NAGPUR
Blossom High School,Kamgar Nagar Nari Road Teka Naka,Teka Naka,Nagpur,Nagpur,Maharashtra,State,7122631312,,C,SADAR CENTRE- NAGPUR
Blue Diamond English High School,Gokul Nagar Gorewada ,Gorewada,Nagpur,Nagpur,Maharashtra,State,9371942346,,B,SADAR CENTRE- NAGPUR
Buty Public School  Old Kamptee Road,Old Kamptee Road,Kalamna,Kamptee,Nagpur,Maharashtra,State,7126058333,,C,SADAR CENTRE- NAGPUR
Central India Public School  Kampthee Road,Kamptee Road Near Automotive Sqr,Kamptee,Nagpur,Nagpur,Maharashtra,CBSE,9152601951,,B,SADAR CENTRE- NAGPUR
Centre Point School,Dhabba  Katol Road.,Dhaba,Nagpur,Nagpur,Maharashtra,State,7122684123,,A+,SADAR CENTRE- NAGPUR
Dayanand Arya Kanya,Nara Road Jaripatka,Jaripatka,Nagpur,Nagpur,Maharashtra,State,7122631353,,D,SADAR CENTRE- NAGPUR
Delhi Public School,Kamptee Road Opp.11Kms Milestone At Post Khairi,Kamptee,Nagpur,Nagpur,Maharashtra,CBSE,7122980060,,A+,SADAR CENTRE- NAGPUR
Dharmaraj High School & Jr College,Santaji Nagar  Shiv Nagar  Kanhan  Maharashtra 441404,Shiv Nagar,Kamptee,Nagpur,Maharashtra,State,9970864010,,C,SADAR CENTRE- NAGPUR
Edify School,Khasra No.50 Mauza Khairi Kamptee Road ,Kamptee,Nagpur,Nagpur,Maharashtra,CBSE,9152529718,,B,SADAR CENTRE- NAGPUR
Friends Convent School  Katol Road,I/11  Welcome Society  Kt Nagar  Nagpur  Maharashtra 440013,Kt Nagar,Nagpur,Nagpur,Maharashtra,State,,,D,SADAR CENTRE- NAGPUR
Gurunanak High School,Beside Harikrishan School Bezonbagh,Bezon Bagh,Nagpur,Nagpur,Maharashtra,State,7122524557,,B,SADAR CENTRE- NAGPUR
Indian Olympaids School,Bhilgaon Kamptee Road ,Kamptee,Kamptee,Nagpur,Maharashtra,State,9823084786,,B,SADAR CENTRE- NAGPUR
Iqra International School,Mankapur Road Gorewada,Gorewada,Nagpur,Nagpur,Maharashtra,State,7020695367,,C,SADAR CENTRE- NAGPUR
Jai Bai High School,Nc Nagar Naya Basti Road Sadar,Sadar,Nagpur,Nagpur,Maharashtra,State,,,D,SADAR CENTRE- NAGPUR
Jain International School,Katol Road Near Sb Jain Institute Of Technology,Katol,Ashti,Nagpur,Maharashtra,State,8390701917,,A+,SADAR CENTRE- NAGPUR
Jawahar Convent High School,Atrey Layout Chaoni,Chaoni,Nagpur,Nagpur,Maharashtra,State,9595296904,,C,SADAR CENTRE- NAGPUR
Kale Ashirwad High School,Godhni Road Mankapur,zingabai takli,Nagpur,Nagpur,Maharashtra,State,9373102344,,C,SADAR CENTRE- NAGPUR
Kendriya Vidyalaya  Kamptee,Defence Area Kamptee,Kamptee,Kamptee,Nagpur,Maharashtra,CBSE,7109288499,kampteekv@gmail.com,B,SADAR CENTRE- NAGPUR
Khubchand Bajaj High School,Kadbi Chowk Bezon Bagh,Bezon Bagh,Nagpur,Nagpur,Maharashtra,CBSE,7972737947,,B,SADAR CENTRE- NAGPUR
Kids World School,Plot No: 247 Behind Police Line Takli  Near Ekta & Basera Apartments  Rathod Layout  Rms Colony  Jaf,Mankapur,Nagpur,Nagpur,Maharashtra,CBSE,9823767105,,C,SADAR CENTRE- NAGPUR
Kaka Trilok Rughwani Sindhu English High School,Ktr Marg Panchpaoli,Panchpaoli,Nagpur,Nagpur,Maharashtra,State,9420855127,ktrschool.thakur@gmail.com,C,SADAR CENTRE- NAGPUR
Little Scholars Public School,10 No  Kamptee Rd  C/O Nagsen Vidyalaya  Puliya  Bezonbagh  Nagpur  Maharashtra 440014,Bezon Bagh,Nagpur,Nagpur,Maharashtra,State,9326052087,,D,SADAR CENTRE- NAGPUR
Maharashtra Vidayalaya,Khaperkheda,Khaperkheda,Khaprkheda,Nagpur,Maharashtra,State,,,D,SADAR CENTRE- NAGPUR
Mahatama Gandhi C.S. High School,Hemu Chowk Kc Bajaj Road Jaripatka,Jaripatka,Nagpur,Nagpur,Maharashtra,State,7122643507,,B,SADAR CENTRE- NAGPUR
Marie Poussepin Academy,Kamptee Near Mhasala Pousspins Nagar Khairi,Kamptee,Nagpur,Nagpur,Maharashtra,ICSE,9665383459,poussepins@gmail.com,B,SADAR CENTRE- NAGPUR
Modern School,Vidya Nagar Koradi,Koradi,Nagpur,Nagpur,Maharashtra,CBSE,7122612117,,A+,SADAR CENTRE- NAGPUR
N.K Academy,Koradi Bokhara,Koradi,NAGPUR,Nagpur,Maharashtra,CBSE,8862012414,nkacademy@hotmail.com,A,SADAR CENTRE- NAGPUR
Orange City High School,Mohan Nagar,Mahan Nagar,Nagpur,Nagpur,Maharashtra,State,9922658835,,D,SADAR CENTRE- NAGPUR
Podar International School ,473  Godhani Road  Godhni  Nagpur  Maharashtra 441501,Godhani,Nagpur,Nagpur,Maharashtra,CBSE,7506180260,pricipal.NAGPURkoradi@podar.org,A,SADAR CENTRE- NAGPUR
Podar World School,Koradi Road Behind Octrai Cheak Post,Koradi,Nagpur,Nagpur,Maharashtra,CBSE,7350000509,,A,SADAR CENTRE- NAGPUR
Providence Girls High School,Civil Lines,Civil Lines,Nagpur,Nagpur,Maharashtra,State,7122531996,,C,SADAR CENTRE- NAGPUR
Quidwai High School,Asi Nagar Teka Naka Char Khamba Chowk,Teka Naka,Nagpur,Nagpur,Maharashtra,State,7122640226,,D,SADAR CENTRE- NAGPUR
Sacred Heart Academy,Dahegaon Khaperkheda Road,Khaperkheda,Nagpur,Nagpur,Maharashtra,CBSE,9422185115,,A,SADAR CENTRE- NAGPUR
Saraswati High School  Koradi,Koradi Termal Station Road ,Koradi,Nagpur,Nagpur,Maharashtra,State,7122249785,,C,SADAR CENTRE- NAGPUR
